,content,num_like
18,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣＼
|　 ◉　◉ |   |　  亲爱的原神           \
\　　 ▱　/ ∠       隔壁三蹦子崩了  / 
 ＼　　 イ　 \ ________________/
／　　　\
/　|　　　 \",680
19,"“除了打扮哪里都不像修女”
好家伙，修女都这种打扮吗[doge]",2630
20,"稍稍 再聊下mhy的一些pv音乐相关[2233娘_大笑]
众所周知 mhy做pv大家应该也都知道了，是有一套自己的模板的，大致我们可以分为 角色背景 角色入场 角色技能展示，最后再进行收尾（不管是崩3还是原神）。这里要把角色入场单拎出来说就是mhy在这个环节会用一种独特的转换来使整个pv更流畅。例如知名的《听书人》中间我虽无意逐鹿的那一段，可以听到是有一段独奏的，让后面的战斗展示更为流畅。
同理我们也可以在这个罗莎莉亚这里找到相似的影子。在开始是经典的钢琴+打节奏的弦乐（这个弦乐其实之前我倒是说了好几次），总归还是庄严和肃穆的教堂氛围。但在登场的时候各位请仔细听，可以听到有很明显的一次降调，而这次降调就直接打破了之前的宁静氛围，带进来了贝斯电吉鼓这一套电子的东西，简单点说，就是一下就燃起来了。这种转变大多就放在pv的角色入场阶段，可以很自然的表现出角色的全部部分。这也是为什么很多时候我们看mhy的pv都会感觉好帅的感觉哦（bgm可是pv的灵魂之一啊）
顺便一提这次的运镜也是简直[脱单doge]",1441
21,绝不加班，真才是真正的风神信徒，其他蒙德人都是假粉[doge],3672
22,我有点希望甘雨和琴认识一下了，这俩建个新的国度绝对比蒙德和璃月强，起码。。。人是勤快的[脱单doge],2207
23,建议甘雨复刻的时候把罗莎莉亚放进去[doge],2914
24,"∩         ∩
|  |         |  |
|  |         |  |
|  |         |  |
| ￣￣￣￣|　 
|　◉   ◉  \               /￣￣￣￣￣￣￣\
|　 　         ￣￣￣\   |原森啊，俺们驴 |
\　　        ___◉◉|∠人众的节楞不楞 |
 ＼　　 イ　             |快点按派呀，辣 |
／　　　\                 |个小吕害给的冰 |
/　|　　　 \              \___很好次____/
|　|　　　 | |        
|    |           | |",3520
25,我加班有老婆陪。不加班也有老婆陪[热词系列_知识增加],1800
26,及其强烈建议米哈游可以把语音分开，比如我一队里四个人我可以设置四中语言！！！！！！[绯赤艾莉欧_好寂寞],58
27,著作：《从龙脊雪山到白色史莱姆》[doge][doge][doge],3220
28,"弹幕现状:
中配  嗨！老婆
日配  我太可了
英配  丝袜的价格为9镑15便士
韩配  我已经开始笑了
[脱单doge][脱单doge][脱单doge]",1706
29,绝不加班罗莎莉亚，绝不工作巴巴托斯[歪嘴][脱单doge],3413
30,mhy员工：加班？狗都不干[doge],734
31,"罗莎莉亚-绝不加班
巴巴托斯-绝不工作
摩拉克斯-绝不带钱",1252
32,甘雨:有的修女永远不会知道，加班了就能变成五星。,106
33,"“以风神巴巴托斯的名义，去死吧”
她一定是位虔诚的信徒[OK]",345
34,提个建议，提升一下神像能回血的量，现在这个阶段几乎都有两万的血，神像回血根本不够[OK],867
35,"／ ￣￣ ＼　 
|　ー　ー \　  /``````````````````````````````` ＼
|　 ◉　◉ |     |   你滴，                            |
\　　 ▱　/ ∠    白色史莱姆滴加强， ｜
 ＼　　 イ　   |    648大大滴有              |      
／　　　\       _______________________
/　|　　　 \   
|　|　　　 | |",292
36,"虚假的罗莎莉亚：枪型屑角色
冒牌的罗莎莉亚：二锅头女孩，今日演出成功！
真正的罗莎莉亚：卧床于幽邃教堂深处，只要献上发青的舌头就能得到戒指与法杖",1261
37,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣＼
|　 ◉　◉ |    加强刻晴                 \
\　　 ▱　/ ∠                             / 
 ＼　　 イ　 \ ________________/
／　　　\
/　|　　　 \ 
|　|　　　 |丨",488
38,原神只是崩坏三的优化版，完全没有任何变化。我玩了一个月就开始长草了！养老游戏！我真的后悔我为什么要把大号所有的地图点亮！我劝刚开始玩的人，千万别着急点亮所有的地图，不然后面真的没事干。我的小号就只点亮蒙德地区和雪山。璃月没开，只点亮了几个传送阵。我发现这样玩起有意思多了，就和探险一样。太有意思了。,536
39,"我今天遇到了外星人
，
，
，
，
，
，
，
，
，
，
，
，
，
，
然后我把它打死了，官服uid100449489 救救萌新",160
40,"我永远喜欢(划掉)(划掉)(划掉)(划掉)(划掉)(罗莎莉亚)
[崩坏3_无辜]“舰长，原神好玩吗?”
“好玩，非常好玩!”
“吃我一记超级头槌”",278
41,"罗莎莉亚、重云、甘雨、七七、迪奥娜、凯亚：这帮火c就不打融化反应的吗？
北斗、皇女：这帮火c就不打超载反应的吗？
行秋：这帮火c是只认识我一个挂水的吗？
急冻树：秒树，秒树，秒树，这帮火c就不能找点别的事做吗？",1822
42,"虚假的修女：整天祈祷，见人就祝福
真正的修女：物理超度，讨厌加班[doge][doge][doge]",1354
43,"什么的可以商量？！
那....那个，你可以....
 
 
 
 

可以直接进我队伍嘛？[妙啊][doge]",219
44,成熟女性我大爱，大保底就算来公子也无所谓了，钟离不要了，强度果然还是经不起XP的敲打[tv_大哭]。,48
45,"「公事公办，全力完成……然后准时下班，正好能赶上一杯早餐酒。」
几乎没人知道，行动叵测、致力于翘掉所有教会活动的罗莎莉亚，其实是一名工作好手。
不过话说回来……有谁知道罗莎莉亚的工作究竟是什么吗？

你这个和某个普通上班族👨‍💼好像有点像啊[妙啊]",673
46,关于配音问题没必要一捧一踩，每个版本都有特色，每个人也都有每个人的喜好和习惯。如果只是发表自己的喜好完全没问题，但如果以自身喜好去评价配音质量那就过了。（我一直认为如果是评论配音质量至少本身也对那门语言熟知了解，如果只说自身喜好就没必要）,72
47,甘雨：蒙德人真是怠惰啊，远远不够勤勉呢（挠脸）,670
48,酥胸白似银，玉体浑如雪[doge][doge],214
49,啊这，加班配成为5星，不加班只配成为4星，我悟了[doge],129
50,米哈游现在两个游戏的评论区真是让人唏嘘呀[怪我咯],6
51,"原本弹幕里是：这腿，斯哈斯哈
然后，有人发了一句：斯卡哈
然后弹幕变成：这腿，斯卡哈斯卡哈
现在，我已经形成固化思维了，以后我就称呼修女为斯卡哈了[跪了][跪了]",6
52,"我今天在女澡堂遇到了一个小妹妹在玩原神，操作普通甚至可以说是很菜，打无相风把把死十几次，可是她非常认真努力。
 
 
 
 
 
 
 
 
 
 
 
 
 

然后我就被抓起来了[妙啊]",82
53,为什么很多人觉得镰刀适合她，技能那种插地上的十字架挥舞起来个人感觉更配呀[狗子],183
54,"崩坏三罗莎莉亚：我是自愿被妈妈改造成超级战士
原神罗莎莉亚：我是教堂里不祈祷不信神的修女",23
55,感觉官方的演示是画质没阉割过的原神[热词系列_知识增加],8
56,原神这边的美术XP，至少能总结出两点了:高跟鞋，露背装,66
57,我的心已被甘雨俘获，此生再无悲喜……新老婆不用我加班？好耶！,240
58,"看着全新上市的四星单手剑暗巷闪光，本云玩家突然灵光一闪，决定给原神策划弄几个新的四星限定武器，先在评论区让大伙萌康康
以下武器均以90级，精炼1阶为例
1.限定四星武器—双手剑：诅咒之痛
基础攻击力：775
元素精通：0
武器描述：角色受到的伤害加倍
2.限定四星武器—单手剑：魂骇客
基础攻击力：565
元素精通：55
武器描述：每有一个友方角色死亡，角色基础攻击力提高50点，元素精通提高75点
3.限定四星武器—长柄武器：老旧的火把
基础攻击力：328
元素精通：198
武器描述：角色造成的元素反应效果强制改为蒸发
4.限定四星武器—弓：强弩之末
基础攻击力：980
元素精通：0
武器描述：角色受到伤害时降低当前攻击力的90%，持续50s
5.限定四星武器—法器：如鱼得水
基础攻击力：666
暴击伤害：44%
武器描述：角色武器造成暴击伤害时，额外附加33%的暴击伤害，并扣除角色当前最大生命值11%的血量，角色不会因该武器的效果而死亡[doge]",125
59,我在外面看还为标题是绝不加布料，进来之后大失所望[微笑],195
60,建议改名叫 冰凉凉的小团危机[tv_doge],106
61,舰长已经死了，,7
62,感觉这次韩配赢了，谁赞成，谁反对[歪嘴],11
63,去过罗莎莉亚寝室的人举手[再见],20
64,希望大家公子池第一个四星就是罗莎莉亚,162
65,四星角色五星待遇,6
66,"绝 不 加 班
来自因为黑客爆料而不得不加班整改1.5的mhy员工内心的呐喊[脱单doge]",28
67,伏特加女孩，今日演出成功……不好意思走错片场了[doge],24
68,要是韩配大招是“祈祷nia”，那我直接氪648给她抽满命哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3
69,不会超级头槌的罗莎莉亚是没有灵魂的[妙啊],11
70,史诗级削小这档子事，我记下了[辣眼睛],6
71,就喜欢那句什么都可以商量[点赞][喜欢],3
72,"其实罗莎莉亚不是白史莱姆是冰史莱姆。
现在是被破盾了。",32
73,《原神》全新角色演示-「甘雨：超级加班」,215
74,"甘雨邀请你一起加班             罗莎莉亚邀请你一起翘班

                         请做出你的选择

           陪甘雨                            陪罗莎莉亚",3
75,"今天我在公交车上……
 
 
 
 
 
 
 
 
 
️
️️
️️
️️
️就我一个玩原神，100306582，救救萌新[脱单doge]",33
76,"钟离，追求强度能得到的满足是有限的。我从这短暂的几周中学到一件事，越追求强度，反而越容易陷入寂寞空虚的困境，失去快乐。除非放弃强度。
所以。。。
我不抽男人啦，钟离！",62
77,好家伙，被削了两罩杯，还是怎么大[妙啊],7
78,一到韩配就刷笑？不至于，人家配的挺好的，每次都这样真的很难看,7
79,是不是还有个叫莉莉娅的[脱单doge],6
80,快进到和甘雨打起来，我最喜欢看女人打架了[原神_期待],3
81,什么时候能够自定义单独角色的配音啊？[笑]有的角色喜欢中文配音，有点角色喜欢日语配音，所以能不能两者兼有呢？（疯狂暗示[doge][doge][doge][doge]）,183
82,"emmmmm不知道是不是错觉，总觉得罗莎莉亚PV里的BGM一股音游味。
以  下  正  文 ：
我的名字叫罗莎莉亚，(消音)岁，是修女。入住于蒙德，未婚。我为蒙德教堂服务。每天雪山逛到半夜12点才能回家。我不抽烟，伏特加仅止于浅尝。早上1点睡，每天要睡足4个小时。睡前，我一定喝一杯温史莱姆，然后锄20分钟的大地，上了床，必定失眠。一觉不足2小时，把疲劳和压力留到第二天。芭芭拉都说我很不正常。[doge]",4
83,这波削的太狠了,6
84,什么时候优化每个手机的匹配啊，骁龙865都不配玩原神了吗？一直卡退卡退卡退，游戏心情都快没了，反馈了就像石沉大海一样，不止我一个人这样，哎[跪了],3
85,"甘雨和罗莎莉亚打架
——————史莱姆战争：黑白之战",10
86,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣           ＼
|　 ◉　◉ |   |　     我亲爱的原                  \
\　　 ▱　/ ∠       神，罗莎莉亚                / 
 ＼　　 イ　 \   为啥天天躲在我房间里    /
／　　　\           快让她加班吧我肾虚
/　|　　　 \ 
|　|　　　 | |",11
87,你们不行啊，居然干不过崩三[doge],3
88,"西风骑士团，阿晴看着琴团长。 
琴团长轻抚着风鹰剑，感慨道:“当初，我给你这把本命神兵时，根本没指望你能把它们成长多少……毕竟，你当时只是个卖火柴的，没有多少钱买材料。 
她深深凝视着阿晴，发现自己真是看不透她了。琴团长摇了摇头，“没想到，你竟然能把它练到这个地步，甚至已经有了磐岩结绿的九成威能！……和绿剑相比，只差那一线！” 阿晴依旧不言语，只是静静地等琴团长说完。 “厉害！厉害呀！”弃火啧啧赞叹，“要是能再提升，那岂不是又一柄绝世好剑？” 
阿晴沉默。这些，她都知道。 “不过……”琴团长话锋一转，“想要突破这最后一线，难，太难了！……你的剑，融会了你的七条最强之道，所以需要用七种元素神焰炼制几十年，才能成为磐岩结绿神剑一样的存在。” 
琴团长看向阿晴，却发现她的神情没有什么变化。琴团长忍不住说道，“这七种元素神焰，分别是水晶焰，冰元焰，风落焰，草泥焰，岩龙焰，火星焰和雷斯焰。……除了第一种我有，剩下六种都极为罕见难得，连你祖宗托尔都不曾拥有！！……你明白吗？” 阿晴冷冷地看着琴团长，缓缓开口道，“后六种，我都有。……只差第一种了。” 
琴团长一下呆住了。怎么可能！？那六种元素神焰……她怎么会有！？难道是派蒙？琴团长抬起头，忍不住问道， “你来我这里就是为了水晶焰？” 
阿晴点点头，说道:“不错，我来就是为了水经验。”",4
89,罗莎莉亚，闪亮登场！[崩坏3_星星眼],5
90,都挺不错的，不过这会我最喜欢中配，给我的感觉特别飒,6
91,亲爱的原神mhy！隔壁律师姐姐都能拥有kaji桑，斗胆问一下提瓦特大陆什么时候能有kaji桑[脱单doge][脱单doge],9
92,中配和韩配不错，日配有点丽莎的感觉，不是很符合人设吧，中配和韩配有种酷酷的姐姐的感觉，本来我一个女孩子对她不是很感冒，听了中配和韩配有点心动了，挺飒挺a的,14
93,出来吧lsp们，长官想听我们演奏！,4
94,有没有觉得罗莎莉亚脸色一直很暗淡，感觉很奇怪,4
95,"1.4版本最新主线剧情：
荧：哥哥，哥哥，你给我买这个，你女朋友（指诺艾尔）知道了，不会生气吧，挺好吃，哥你尝一口，(呲)哥哥！你女朋友知道我两吃同一个棒棒糖，你女朋友不会吃醋吧，哥哥你骑着小电动车带着我，你女朋友知道了，不会揍我吧，好可怕你女朋友，不像我，我只会心疼gie～gie～[tv_鬼脸]",944
96,日配御姐我太可以了[星星眼],4
97,能不能把安柏以前的配音做成按钮替换啊，剧情同意用新配音的。虽然新配音配的很好，但我还是有点想念牛奶君的配音。我最初就是因为牛奶君的配音喜欢上安柏的。拜托了原神我什么都会做的。,12
98,这回我觉得韩配意外的很好听，音色很清冷又有点慵懒，可惜就是吃了语言的亏了[笑哭],21
99,原神可以搞一个么，就是系统角色之类的语音可以随意挑，比如温迪我用汉语，罗莎莉亚用日语，凯亚英语这种的，系统汉语[滑稽]@原神,5
100,系统：你的好友甘雨想你发出加班邀请[doge],36
101,质变仪：是不是有旅行者已经把我遗忘了[酸了],4
102,哦豁,3
103,暗示蒙德不加班，璃月996,4
104,风花节气球不够用两个都捐出去了？？？[无语],19
105,"甘雨：要和我一起加班吗？
罗莎莉亚：才不要咧！",4
106,"低情商：您就是巴巴托斯的子民？
高情商：您小名叫雨甘吧？",48
107,甘   雨   的   另   一   人   格,3
108,这个罗莎莉亚，会超级头槌嘛[吃瓜][吃瓜][吃瓜],3
109,日配好听是好听，但一听就想到别的角色了……呃，不够丧,2
110,"你和甘雨要我怎么选[笑哭]加班or不加班
另外，凯亚彻底失业了[doge]",3
111,罗莎莉亚和甘雨，不加班和加班，这是白噩与黑龙版本最初的剧情，但是由于白史莱姆和黑史莱姆不能被河蟹神兽所容忍，不幸删改。今天在B站又看到了，👴很高兴[doge],15
112,看完史萊姆去常規池一發出了凱亞，好耶，謝謝姐姐，所以姐姐你肯定也會讓我單抽中吧（）,3
113,"上班陪白史莱姆
下班陪黑史莱姆
我全都要[脱单doge]",2
114,分享不到QQ，腾讯酸了，顶我[笑哭],13
115,"《什么都可以商量，除了加班》
《愿意陪我一起加班吗》
你们冰系怎么回事 [doge]",20
116,谁说修女不敬神，这难道不是巴巴托斯忠诚信徒嘛[doge],18
117,我爱姐姐啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！[爱心][爱心][爱心][爱心],2
118,主线怎么还不更新,2
119,这声音是灵笼里的那个博士?,2
120,等一个「罗莎莉亚:听书人」[doge],15
121,向神祈祷吧，不为了别人，而是为了自己，啊，这一句我爱了。,2
122,"巴巴托斯虚假的信徒：每天都在教堂里虔诚的祷告，用笑容与魔法治愈大家
巴巴托斯真正的信徒：绝不加班",8
123,介介，你都不加班咋还一脸仙气儿啊,14
124,希望能单独设置角色的配音语言，这样可以璃月角色中配，蒙德就用英配，更有内味,2
125,"有没有魈党跟我一样是被罗莎莉亚的人设吸引的啊！虽然身材也很好，但是重点是：蒙德的罗莎莉亚，璃月的魈，有同类人的的感觉。不怎么跟人来往、但是默默守护着自己的城市和人民所以其实是很温柔的，喜欢独行、人狠话不多、行事干脆利落！魈是：少年模样＋仙人＋战士，罗莎莉亚是：不信神明＋修女＋杀手，这样的矛盾也太妙了吧！罗莎姐！又飒又魅！又A又Se！
哦～我亲爱的原神，让我那像猎鹿人菜馆的萝卜煎肉般香甜的罗莎莉亚满命就续了那张连巴托巴斯冲了都说欸嘿的月卡~[doge]",2
126,"身为一个为成熟的3级号，首先我们应该
假装自己也是热~评(｀・ω・´)

💬15983     👍5.2万     👎0

共999条回复＞",2
127,以前玩别的角色还不觉得，看到萝莎莉亚我才猛然惊醒，大姐姐，你平常都是这么穿着去打架的嘛[妙啊][妙啊][妙啊],2
128,会不会是原神工作室加班太严重了，所以出这个角色来暗示我们不想加班了[doge],2
129,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣＼
|　 ◉　◉ |   |　  这里是白色史莱姆一    \
\　　 ▱　/ ∠     键兑换系统       / 
 ＼　　 イ　 \ ________________/
／　　　\
/　|　　　 \ 
|　|　　　 | |
是否使用一个纠缠之缘兑换白色史莱姆?
是              否
↓              ↓",2
130,说实话我觉得渔网袜有实在是维和，而且配个高跟鞋，可能是审美疲劳了吧，换个正常点的服饰我感觉会好一点，让人看着就欲的修女我认为应该是黑魂里的芙莉德修女那种类型的，可以学习一下[doge]（别喷我）,2
131,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣＼
|　 ◉　◉ |    |   亲爱的旅行者，   |
\　　 ▱　/ ∠     参量质变仪已经/ 
 ＼　　 イ　      \ ____刷新了___/
／　　　\
/　|　　　 \ 
|　|　　　 |丨",2
132,"《蒙德演义·罗莎莉亚传》
......原来罗莎莉亚为人恃才放旷，数犯旅者之忌。旅者尝造深境螺旋一所；造成，旅往观之，不置褒贬，只取笔于门上书一“木”字而去。人皆不晓其意。罗莎莉亚曰：“‘门’内添‘木’字，乃‘闲’字也。荣誉骑士嫌无“尘世闲游”钟离耳。”于是派甘雨再请钟离，培养停当，又请旅观之。旅者大喜，问曰：“谁知吾意？”左右曰：“罗莎莉亚也。”旅虽称美，心甚惧之。

...........旅者为人好色贪桃，常分付左右：
“吾梦中好造人；凡吾睡着，汝等切勿近前。”
一日，昼寝室中，落衣于地，一芭芭拉慌取覆盖。
旅跃起拔剑草之，复伏案睡。
半晌而起，佯惊问：“何人草吾奶妈？”
众以实对。旅痛哭，命养胎之。人皆以为旅者果梦中造人；惟罗莎莉亚知其意，时指芭芭拉而叹曰：“旅者非在梦中，众人乃在梦中耳！”
旅者闻而愈惧之。",2
133,怎么说呢，原本我也是听到韩配就哈哈哈哈的人，自从胡桃韩配开始，就觉得韩配其实很好的（特别是看完隔壁某游戏剧情，就全韩配），现在看韩配pv刷什么“已经开始笑了”就有点emmmm[捂脸],2
134,你们冰元素角色吵一架算了[热词系列_知识增加],32
135,怎么这么久才更新啊，生产队的🦌都不敢这样。,2
136,我抽甘雨是为了什么？,2
137,姐姐踩我owo[星星眼],14
138,"蒙德再次和璃月形成了鲜明的对比[doge]
果然，蒙德是一个冒充国度的酿酒厂吧！[doge]",8
139,"／ ￣￣ ＼　 
|　ー　ー \　  ／````````````````````````````````＼
|　 ◉　◉     |   |          原神，我囸你纤人          |
\        ▱　 / ∠                 给句痛快话                |
 ＼　　 イ　   \          御三家进不进up池      |        ／     　　\          \                                          /
/　|　　　 \        `````````````````````````````````
|　|　　　 | |        
|    |             | |",2
140,听完了，中配最符合人设，慵懒的声线很舒服。,8
141,祈祷nia,2
142,"我不期望你越变越好，也不期望你听取所有能领游戏体验更佳的建议。
我只是求你，不要跟隔壁一样弄nt操作。
岁月静好",2
143,再发一次，mhy，你能不能出dio娜七七那样形态的小正太,2
144,法师什么时候才能站起来？[呆]我真就得等可丽复刻喽？已经攒了两万六千多个石头了，希望可丽能直接满命,2
145,最多20抽，没有就算了，不能浪费大保底，毕竟我们都是保底人！[doge][doge][doge][doge],2
146,个人印象里，加隈亚衣配音水准蛮高的，声线多变，学什么像什么,2
147,韩配挺好听的，就是挺难听的,2
148,气抖冷，我刻晴什么时候有传说任务[辣眼睛][妙啊],2
149,个人感觉这次韩语不错，中配的声音有一点太积极了，英配更多的是一种不满的情绪而不是无精打采的倦怠，日配是那种大姐姐一般的庸懒很不错但是个人认为不太符合罗莎莉亚人设毕竟她应该是那种出了黑眼圈的困倦才对。,2
150,罗莎莉亚，闪亮登场～,28
151,"准时下班，正好能赶上一杯早餐酒。这是通宵夜班，是急救科啊。
说起来璃月人看上去都信岩王爷，但是没有专门的观或者庙，看病去不卜庐，下葬找往生堂，都是民营组织。蒙德人看上去都崇尚自由，但是医疗和公墓都把控在教堂手里，神权和军权几乎平起平坐共管蒙德。
太真实了。",2
152,啥时候来个挂冰，或者挂水的五星角色？？？,2
153,她小了[大哭][大哭][大哭],2
154,头一回见4星角色视频里许愿的人，比5星许愿的人还多[doge],2
155,姐姐走的好有气势[捂眼],2
156,有大佬能带萌新打boss吗？,2
157,日语太涩了,2
158,把孩子的雪峰还回来！[蛆音娘_生气],2
159,一把镰刀？一把镰刀！你的对手是一大片麦田吗？[脱单doge],2
160,我的天啊就这水平的日配居然都有弹幕大佬教你配音哈哈哈绝了，各位弹幕评委用词的角度也是越来越有水平了，这回是：“日配不够飒”     真棒👏🏻,2
161,推荐出武器皮肤或者说幻化了，，，战斗修女拿长枪什么的感觉怪怪的，想看罗莎利亚甩镰刀，，，看攻击动作感觉也像是镰刀的，，，挥起来飒的一批,2
162,姐姐好飒 我好爱 日语配音真的太御了[2233塔罗牌_AWSL],2
163,还说不信巴巴托斯，明明和巴巴托斯一样喜欢摸鱼[doge],2
164,真心希望，原神不要走崩坏三的老路。,10
165,姐夫你又来看姐姐啊[狗子],2
166,加班就是狗屎！[doge],2
167,是我的错觉吗……这个角色感觉比七七更像僵尸……,2
168,mhy  dnmd,2
169,"／ ￣￣ ＼　 
|　ー　ー \　 ／￣￣￣￣￣￣￣＼
|　 ◉　◉ |   |　  体力能合成树脂   \
\　　 ▱　/ ∠   树脂能转化回体力吗？  / 
 ＼　　 イ　 \ ________________/
／　　　\
/　|　　　 \ 
|　|　　　 | |",2
170,黑白史莱姆之战[doge],3
171,罗莎莉亚表面上不加班，其实只是不加教会的班，背地里干兼职干的眼圈都黑了[笑哭],2
172,亲爱的原神啥时候能出雷系新角色，兄弟们顶我上去[doge],2
173,你要不和甘雨刻晴打一架（打起来打起来）[脱单doge],32
174,说实话，韩配很多都很不错，就是没人听……,2
175,米忽悠太懂玩家的心了,2
176,"甘雨：今天没加班（坏耶~
罗莎莉亚：今天没加班（好耶！！！",2
177,我和我老婆甘雨都是喜欢工作的人，看来这修女与我无缘了[doge][doge][歪嘴][歪嘴],2
178,变成星星......抱歉走错片场了[doge],6
179,甘雨老婆：？,2
180,《史莱姆：黑白战争》《史莱姆：加班之战》,16
181,[滑稽]夜店修女,2
182,为罗莎莉亚献上手指，不好意思串戏了,3
183,感觉英配说话烫嘴[笑哭],5
184,反抗加班，从罗莎莉亚做起[doge],2
185,甘雨一生之敌[doge],16
186,黑白史莱姆，加班与摸鱼[doge][doge][doge][doge],2
187,弹幕刷“伏特加女孩”相关的，能不能适可而止。把握住尺度。别在原神视频到处乱发,2
188,不抽不抽，下一版的冰大剑要出，我抽定了，我的二次元游戏不能只有男同志（钟离魈温蒂公子），而且我有狼末[嗑瓜子],3
189,[doge]弹幕里盲猜有人diss日配什么，比如缺少什么的[doge],6
190,打工人之光,54
191,史莱姆！我的白色史莱姆！！😭😭😭,7
192,今天我在公交车上睡着了，做梦接收到隔壁也在睡觉做梦那位的信号，他在玩原神，总而言之，非常的菜，uid 100205005[doge],2
193,我说，你在雪山不冷吗[热词系列_知识增加],2
194,"璃月刻晴:耽误的时间太多事情可就做不完了
甘雨:一起加班吗
蒙德温迪不干正事
罗莎莉亚:别叫我加班
[doge]",8
195,不知道策划是脑子进水了还是咋了安排那么多恶心的东西雪山的挑战还有个➕cd的水这玩意就是来恶心人的没有任何可玩性还有单纯恶心人,2
