,content,num_like
10,"免费游戏:648十连发不出再来一次！
买断制游戏:什么？玩游戏要花钱？[神乐七奈_疑惑]",291
11,"作为一个无尽之剑的多年老玩家，看到敖厂长出的这一期视频真的是难以释怀，心中的遗憾和不甘又再次翻涌了起来。
我最早接触到无尽之剑是在高中时朋友的iPad上，当时我很快地就被无尽之剑2所吸引，而无尽之剑也成为了我中考结束后选择iPhone作为自己的第一部智能手机的理由。当时我在app store上30块钱打包购入了3部曲系列，然后一直玩到大学。手里的iPhone从4s换到了8，但这三个游戏一直躺在我的手机里，时不时打开来翻翻自己身上的装备，玩一玩无尽暖暖。
无尽之剑三部曲国内下架的时候，我没有察觉，因为我的账号里有这三部曲，依旧可以下载游玩。
但当某一天，我想重新打开无尽之剑找寻回忆的时候，突然发现iOS系统把我太久没用的三部曲应用数据全部清空了。而我准备点开下载的时候却发现无尽之剑3部曲已经在全球的app store下架了。
这一刻，我才真正地知道什么叫失去了才追悔莫及。上网了解了一下epic和apple的恩恩怨怨，我再看了看手里已经失去了存在意义的iPhone，默默地把iPhone换成了华为。
游戏死去的方式应该是玩家不再想去游玩，而不是玩家不再有途径去游玩。",1137
12,我说txbiss有人赞我吗,2532
13,"評論區好好笑..  玩內購手游的無疑就那麼幾種, 有錢沒時間的, 沒錢買不起遊戲的, 有錢有時間但是遊戲荒的,以及一些跟潮流的和真心喜歡的.  所謂的手游一發648 steam300太貴了這種情況屈指可數, 有一些原神玩家最近rise一出就去玩rise了, 而另一些玩家連ns都沒有,你還在那里扯什麼塞爾達, 我尋思你給人家買ns? 原神在手機遊戲裡水平並不算低, 所以有很多人玩是正常的, 別一遍罵著手游飯圈一遍帶著自己的高傲去罵別人, 不覺得很搞笑嗎0.0 遊戲本就是娛樂, 你帶著高低貴賤去評判遊戲 難道不是最飯圈的行為?  另外 氪金du博這種機制真要抵制 首當其衝的難道不是 csgo這種?全都買斷製中國遊戲圈哪還有現在的事, 遊戲圈就這樣, 你不看好氪金手游 但2077該暴死還是暴死, 誰來養活cd project? 不是哪家公司都能像r星 任天堂那樣要銷量有銷量 要經費有經費, 哪怕gta不也做了ol模式?不然怎麼賺錢,尼爾八方旅人那種定價有的是人買,有些國產好遊戲價格不過半百最後還是輪不到好下場, 玩家們難道沒有責任?除了站在高處口嗨 你們還能做點什麼?",125
14,有些玩家，口口声声说国产手游不搞买断搞内购，不思进取，又在买断制大作出现的时候嫌贵不买，那么做买断制大作的厂商吃什么？没钱怎么做游戏，黑神话也是靠厂商别的游戏利润苦苦支撑，这样的游戏评论里期待价格也就三五百，别的手游氪一单就648了。所以现在的游戏市场这个样，不要怪厂商，这完全是消费者决定的。,1624
15,老早就听过米游抽卡机制有问题，玩家基本也是一个愿打一个愿挨，因为国内基本没有拿得出手的游戏，米游虽然套路脏但好歹算用心做游戏，但在我心里也就比tx网易之流好一点。,76
16,国产游戏？我为什么一定要玩国产游戏？游戏好玩就行了我为什么要管他是哪个国家的？既然国家都不注重游戏文化我为什么要重视？国外3A大作我都没玩完没时间关心国产垃圾游戏。所以国产游戏的未来管我屁事，反正最后损失的也不是我们,126
17,"无尽之剑本身和mhy没关系
tx在当年也和mhy没关系
tx收购无尽之剑整件事就更和mhy没关系
然后弹幕里几个骂mhy的？这都能把mhy拿出来批斗？？？",818
18,虽然我不玩氪金游戏，但是很明显氪648的玩家和不愿意为买断游戏付费的玩家都不是同一批人啊。。不知道在虚空输出什么，身边也有一大堆既玩单机也玩手游的朋友。。付费制度又不能衡量一个游戏的质量，买断制游戏也有一大堆承得上是电子垃圾的东西，只有没长大的人才会纠结这个问题吧。。。根本原因其实还是玩家对低质量游戏太过于宽容了。。,72
19,"看到热评有好多人骂内购，骂氪金抽卡。我说一下个人想法吧。
不管是游戏收费道具免费，游戏免费道具收费，或者游戏道具双收费，收费制度本身是无罪的，不存在热评骂的“氪金抽卡是原罪是畸形”这种说法。国内手游市场畸形是因为定价忽视了国内经济发展水平，从648rmb（即当时的10000日元）传入国内后就越来越畸形，还连带着带歪了其他网游。现在普遍玩家游戏充个几千都不敢说自己是大氪在我看来就是畸形的体现。
说得再通俗一点，就是现在国内手游乃至游戏的“质量”配不上它的“定价”，而且国内玩家还把游戏厂商给惯坏了，甚至连国外厂商都觉得中国的韭菜多，才出现了好多例“某游戏登录steam后在国区价格不降反涨”的神奇事件。
说了这么多其实就是想让你们抵制东西别抵制错了，你们该抵制的不是游戏免费道具收费的游戏，而是任何定价德不配位的游戏。",453
20,"真实，评论区一堆二极管。（二极管总有一天会被击穿的，世界上没有那么多非黑即白的事情）
有只玩手机买断制游戏的，也有玩手机氪金游戏的。也有只玩主机游戏的，也有只玩单机PC的，也有PC网游页游等等等等。
但是事实是什么？事实是很多玩家都是以上这些游戏都是随机排列分布玩的，更多的是玩过两个种类以上。
甚至也有全都接触的，也有啥都不玩的。
拿我做比方，设备上，米魅华ov 这几个厂家都用过，主机xboxone/ps4（switch用过同学的），PC 下至速龙4000+x2和 8600GT 上至3500x+1650super都接触过（用过dos玩德军总部3d，现在也用win10玩古墓丽影）。
游戏上，时间跨度最大的是FC300合集到原神。
网游 腾讯的CF CODOL LOL 崩坏3 原神 二雷到直营服再到360的wot 等都玩过，单机 不说红警PVZ 战地2 战地3 还有叛逆连队等等和 cod大部分作品，辐射系列，古墓丽影 彩6 正当防卫 NBA2k fifa 无人深空 GTA漫漫长夜 刺客信条 等等等等有盗版有正版都玩过。
手游 现代战争 春巫（魔女之泉）系列 GTA手机端 艾希 崩坏3 原神  纪念碑谷两代 碧蓝 阴阳师 崩2  等等等等 也是有破解版和正版 都玩过。
（巧克力与香子兰这种我也玩[吃瓜]）
问题来了，我是什么类型的玩家，要被扣多少顶帽子？（对了，以上游戏还没算我看视频云过的哦）
不过，这是二极管的问题，不是我的问题，因为扣帽子这种事情，本来就是不对的。
（贴标签/扣帽子的解释:对人或事不经过调查研究，仔细分析，就轻率地加上现成的不好的名目。 来自百度百科）",53
21,那会儿的手游大作太香了，什么狂野飙车、孤胆车神、近地联盟先遣队、现代战争、地牢猎手，可惜开发商Gameloft不好好干了，买断制非要改成内购制…,1111
22,"垃圾玩家，造就了如今的垃圾游戏，这怪不了厂商，厂商只是一面镜子，反映的是玩家的素质审美。
国内大多数玩家的审美就是处在低级阶段，这与欧美就是有差距，这是学历和教育造成的，只能怪玩家自己。
所以有弹幕说“怪我咯？”抱歉，真怪你，现在才只能玩氪金换皮游戏",18
23,[嗑瓜子]怎么搞也没一发648来钱快  加上二次元 ，皮肤 换个模大把大把的有人充钱  就算没有pvp模式  玩家自己也会自创pvp对比,160
24,内容文案这边还需要各位观众老爷们多多提点一下，如果有什么觉得不对的地方也希望指出和多多包涵！,453
25,"表面上：氪金抽卡
实际上：电子du博[嘘声][嘘声]",55
26,tx真的就是中国游戏发展的毒瘤!也是中国互联网时代一颗恶臭的肿瘤般的存在!别的不说!参考它酸源神那丑陋样!恶心死我了,18
27,"原神是第一款抽卡游戏、开创了氪金抽卡模式还是怎么滴啊[辣眼睛]
一提到氪金抽卡就只有原神了是吧
离谱",10
28,":氪金本身不是原罪，玩家给哪个游戏氪金也是他的自由。
 原罪是当年哪个小天才不比较国内外购买力和生活水平，直接氪金搬过来就是100美元648。",169
29,最后一句话说得好 但目前就是垃圾玩家早就垃圾市场的年代 早年游戏门槛高的时候各大神作层出不穷 全球游戏行业基本是诸神之战。而现在呢，换皮的换皮 抄袭的抄袭 画面倒是与时俱进但剧情并不出彩 甚至有些没剧情的换皮游戏也能赚的盆满钵满，游戏门槛低了 是个人都能做蝗虫，是蝗虫养活了垃圾厂家，还是那句话，垃圾玩家造就垃圾市场，不接受反驳,177
30,厂长说在国内做买断制3a手游是死路一条。这个说法我认为不太严谨[doge]因为在国外做3a买断制手游也是死路一条，Gameloft，g5都是早年的手机3a开发商，现在也都死了，并不是国内才是这样的死胡同，而是整个手游行业，甚至整个游戏行业都有这样的趋势。,15
31,爱玩啥玩啥 我们没资格对别人指手画脚,22
32,终于等到敖厂长讲《帕斯卡契约》了，明明是国产手游中顶尖作品，但是了解的人太少了，连敖厂长这的视频都没多少相关弹幕，就很心痛,138
33,我的看法就是，我是为了一款好玩的游戏去付费，而不是为了让它变得好玩而去付费，就这么简单。结果可能都是花了钱，但是最后造成的是“厂家为了赚钱想办法开发游戏玩法让游戏变得好玩”而不是“厂家把所有好玩的东西都变成充值获取，甚至利用人类的赌徒心理去诱导，去骗玩家付费，还有的人去做不需要玩法只靠题材就能赚钱的游戏”我觉得对于市场环境的影响是很不一样的。还有就是，不论是买断还是内购，都要能配得上它的售价，这一点很好理解。最后，氪金抽卡biss。,75
34,"片尾bgm的弹幕台词是我做的，私信看到好多人给我点赞，谢谢大家了！！！无尽之剑yyds！！！！[保佑][保佑][拥抱][拥抱]
（一开始弹幕打在下方，但是挡住厂长的字幕了，于是改到了上方，在这里跟大家道个歉[跪了]）",138
35,最可笑的是有多少买着打折游戏，二手碟片二手卡带的玩家，说实话这些行为对游戏厂商一点贡献都没有[吃瓜]没经济能力省点钱理解，但是去嘲讽其他玩家可就不配了。巫师三销量高，但是有多少是几十块打折买的，去掉抽成等等塞牙缝都不够，更别说二手市场是既不贡献销量又不贡献收入。,5
36,厂长最后那句什么样的玩家养出什么样的游戏真笑嘻了，就差直骂某款游戏了[呲牙],4
37,现在国内大场都不是什么好鸟我非常非常认同 不过经常遇到把帕斯卡契约吹上天的人我也很无奈，说实话我一直关注帕斯卡契约的 但是出来后的质量我真的不觉得能算是非常好[难过]（但是也不差，被国内部分井底蛙玩家吹的有点过了）我希望国产游戏能更好吧[难过][难过],3
38,是个玩抽卡手游的都别看这类视频里评论和弹幕了，跑来游戏婆罗门聚集地来不搁着找死嘛，反正手游玩家人均毁灭国产游戏罪魁祸首，自己好好玩自己的手游别出声找麻烦就是了[辣眼睛],16
39,怎么说呢，现在咱大部分人每天时间都安排得比较紧，可能顶多就一个小时可以完全用来玩游戏休闲。时间这么短，显然快节奏的，带有社交功能的游戏才是更受到青睐的。比如王者，十五分钟一盘，快开始快结束，还能沟通交流，何乐而不为。花了不少钱买一个超级大作，每天享受不了多长时间，玩到一半没时间玩了，心里又沉浸在剧情和玩法里，游戏体验一下子就被削弱了。,12
40,显卡再涨下去恐怕只能玩手机3A了[笑哭],630
41,爱玩啥玩啥呗，何必被裹挟着喜欢自己本身不喜欢的东西，我就玩王者也玩蹦蹦蹦，还玩各种非流水线的作品（没错，说的就是你刺客信条，最近都是毫无意义的堆料游戏）有贵的，也有便宜的，也会跨区买游戏，也会充钱买皮肤，各玩各的呗，非要全天下打游戏的都和你一个认识么，不过抽卡游戏是真无聊啊，主要是前期投入多了，才停不下来，要真停了也就那样了，蜗牛充了好几千，最后还是一狠心卸载了，就那两天老想，后来就无所谓了，要及时止损！,26
42,没错，我就是你们口中的人傻钱多手游玩家，我就一直给手游氪金，我不在乎游戏市场的发展，我没呢么心怀天下，我只在乎我自己玩的开不开心，生活很忙，我没空,205
43,"无尽之剑1还有负轮回，会拿到黑暗欧米茄套装，全精通还是打到-11轮回就可以带入正轮回
无尽之剑2后续还更新了负轮回，拿到宝石套装，没有任何属性加成，但是宝石插槽很多，而且是混合防御吃不到任何属性增伤，可以带入正轮回，但是有点难，必须要完成每场战斗的附加目标，有一场没有完成附加目标直接回到正轮回，而且一定要精通才能带到正轮回
无尽之剑3之后还有一个
叫无尽之剑:命运
那个是Epic授权，腾讯做的
腾讯在这个游戏里边能看见有打算改变正传无聊的三连砍
但是吧，国产手游怎么可能少了氪金抽卡每日签到和PVP呢",132
44,当年手机单机超级大作，（现代战争3，4），（近地联盟先遣队3），（虚伪），（无尽之剑），（狂野飙车8），（背刺），（6发左轮）（地牢猎手4，5）等等等，2013年到2016年这是手机单机游戏黄金时代也是手机单机游戏最后的光辉,157
45,众多周至，当b站用户夸赞人事物是一般会用yyds，对于某个作为b站股东的大厂，玩家更是加上了代表b站的b来表示对他的喜爱，因此就有了yydsb[OK],107
46,无尽之剑，童年时期是我老爸最先把我带进坑的，后来我把2，3全都玩了一遍，还把原著看了一遍，世界观很独特，这种核心人物掌握高科技却用冷兵器作战的世界挺合我胃口，而且ib的动作很流畅，1，2代主打大地图多密道，3代主打多地图，把世界观和牵涉的人物都扩展了一个数量级，尤其是无尽之剑的无尽二字在游戏中展现的淋漓尽致，主角没有等级上限，怪物也没有等级上限，一次又一次的轮回虽然会枯燥，但是磨灭不了我们这种老玩家的热情。而且作为2014年发售的游戏，这个画质已经是登峰造极了，并且它还适配渣机，机子再老都能流畅运行，但是不适配新机子就很离谱了。最后结尾为瑞达勒打call。神王真男人，小赛工具人，工匠纯小人,124
47,我觉得艾诺迪亚也很nb[吃瓜],78
48,https://pan.baidu.com/s/1kTC6t8N,43
49,[吃瓜]看看原神就知道了，中国玩家其实最想要的只是妹子，只要妹子好看，再多的钱都砸了，和游戏性无关，相比之下整个糙汉子砍砍砍确实没什么充钱的欲望吧,4
50,"无尽之剑
是因为tx锁区才消失的",313
51,单机玩家又开始人上人了，真以为648谁都能充？你们要真这么支持国产游戏就别老等打折，直接原价买啊,3
52,屁股决定脑袋 什么样的玩家养活什么样的游戏厂家,25
53,"关于手游玩家买单机觉得贵这个讨论我想说一句，我个人应该算手游玩家，单机的话我只玩了怪猎巫师三几个非常出名的游戏还有几个国产独立游戏，我在手游里氪金应该算多的，也氪了几万，但是我还是不怎么愿意买单机，原因非常简单，因为我觉得不划算，有人问你手游648的充，单机才两三百，画面还好得多，怎么可能不划算
我下面说的原因应该大部分手游玩家都和我一样吧……
单机能玩多久？
正常的3a大作最多100小时不得了了，玩到几百小时的基本都是刷成就之类对大部分人来说没什么意义的事……
手游或者网游一般都是有数年的生命周期，单机基本你一点都不用期待后续……一个知道结果的游戏和一个后路未知的游戏给人的心理是不一样的，况且单机基本就是一个人玩……自己玩自己高兴，连手游都还能海豹晒卡呢……

总结，单机适合喜欢游戏，为了玩游戏而玩游戏的人，而手游……适合对游戏执念不是那么深的人，玩手游一般都是填充一下空闲时间，就像养一株植物，你每天都浇水，他每天都会涨一点，然后你还经常和别人交流植物发生了什么
而单机，就是为了玩游戏，因为游戏好玩所以玩游戏，玩了一个就玩下一个……
这两种受众是不一样的，不是所有人都真的是骨灰级玩家，有些人说一个光污染皮肤卖上千还一堆人买，一个3a画面那么好才几百都不买，这点其实和游戏压根没关系，这是社交这一点起到了至关重要的原因，比如我买了怪猎，差不多450块钱，我能和谁炫耀吗，应该说我和任何玩了这个游戏的人完全一样，没有任何区别，因为没买这个游戏的人压根就不算进里面，而免费游戏会把大量没氪金的玩家算进来，形成了差异性，这才是手游赚钱多而单机买的人少的原因，真喜欢游戏的人真没你们以为的那么多，大部分人都不是为了玩游戏去玩游戏
（最后，我怪猎玩了160小时，其实我觉得挺亏的……游戏或许不错，但是玩通关了就感觉非常别扭，感觉就是钱没了，值得一提的是我玩怪猎的原因是因为以前老是有人鄙视我只玩手游，然后我就买了台笔记本玩了几个近几年说得比较多的游戏，当然，结果是我现在还是在玩手游）",4
54,近地轨道特遣队，现代战争3玩家集合！,291
55,唉，第一次知道无尽之剑这个IP，是很小很小的时候出去吃饭看见亲戚在玩，看见他在拿手滑屏幕用一个骑士跟怪物“对刀”对年少的我来说别提有帅了[星星眼]当时就给我留下了很深的印象，后来初中的一次旅游中，在游乐园的街机厅里面看到过这款游戏的街机版本，可惜囊中羞涩没法玩[笑哭]又过了好几年我都快忘了这款游戏了，没想到是以这种方式再次认识这款游戏[大哭],137
56,作为一个杂食类玩家（魂类，二次元手游，galgame，moba等等），我真的不提倡用氪金（购买）模式决定游戏地位，不同种类的游戏有不同的受众，我希望更多地用游戏内容的品质来评价游戏，而不是按个人喜好给部分游戏判刑。。。[笑哭],4
57,一个月工资能抽15发648的路过 不过到现在也没有冲过 为什么弹幕人均648随便充 那个瓜娃子说人均工资3000的 [热词系列_知识增加],19
58,中国可以有氪金游戏 ，但不能只有氪金游戏,16
59,我倒是觉得我们不应该抵制抽卡游戏，应该抵制换皮低质量抽卡游戏，抽卡是原罪这种话很不讲理的，抽卡游戏也有不少高质量作品，买断制粪作也不少，抽卡质量一定差买断质量一定高是不存在的[辣眼睛],4
60,手机上我觉得的神作还有浴火银河2代,76
61,有些人真的就是“小学生”，不停的在弹幕里ky，说这剧情玩法像别的作品，你知道这游戏多少年前的吗？当时你在玩什么游戏？几岁？？→_→,7
62,"我来科普一下氪金抽卡概念
首先：穿越火线的火麒麟888元，特别贵。如果明码标价，只有有钱人才会买，而那些没钱的知道自己买不起，所以不会买。
此时换一种方式，假设10元一抽，100元十连。然后88发保底抽火麒麟。那么，有钱人也会氪金，没钱的也会抱着“试一试，说不定欧皇”的心态试一试，这样厂商既赚到了大R的钱，又赚到了平民的钱。
这种收费模式确实是不健康的，也是不应该出现的。但是让这种不健康的收费方式消失，靠的是用脚投票，而不是用嘴投票。
就拿大家抨击的原神做例子，他的制作厂商米哈游，曾经也是做过买断制单机游戏的。然而单机根本赚不到钱，米哈游差点把自己都赔没了。于是它转型做氪金抽卡，就有了今天的原神。",3
63,无尽之剑，懂得都懂[OK],276
64,作为一个日后有意向去做游戏的大学生，只想问一个问题，做买断赚钱还是做氪金赚钱。（答案我知道，这个问题是问评论区纠缠不休的人的。毕竟，人不可能与钱过不去。）,3
65,"看不少人對原x很感冒
原x我是沒有玩，個人是玩明日x舟
一樣從小月卡開始玩，到現在買大小月卡
以前玩戰艦世界退坑，現在改玩戰爭雷霆
一樣嗑金啊
本身不是學生，工作方面也已經脫離基本起薪的那些職業
花錢玩遊戲是尋開心，量力而為",3
66,"其实不仅是无尽之剑，那个年代真的是手游的黄金时代。随着iphone4的全球大流行，手机游戏这个概念的第一次被大众所关注，之前大家对手机游戏的印象仅仅停留键盘机内置的贪吃蛇和消消看这种，能在触摸屏上玩到不输于PC端的高质量游戏对当时的我来说无疑就是新时代的大门。

我现在都能回想起高中时熬夜等苹果新发布会，看乔布斯演示无尽之剑和愤怒的小鸟，眼里迸发出无尽的欣喜和期待。

我当时的ipod touch只有8G内存，游戏却来来回回换了好几百个，从水果忍者到愤怒的小鸟，从神庙逃亡到小鳄鱼爱洗澡，从雄霸里约热内卢到孤胆车神维加斯，从地牢猎手三部曲到现代战争四部曲，从狂野飙车到极品飞车，当然玩了数百个小时的无尽之剑三部曲也是我最爱的一个，它陪伴我度过了无数个宿舍没有网络的夜晚，甚至负轮回一直刷到了几十轮，却从没感到厌倦。

前几个月突然又想重玩无尽之剑，却发现三部曲早已全数下架，epic也永久停止了续作项目，这时候我才真的意识到，那个年代已经一去不复返了，毕竟游戏行业不是慈善公司，质量再好的游戏，连回本都困难，又有几个开发者会坚持初心呢。只能说，鄙人何等有幸，体验了这再也不会回来的手游黄金年代[给心心]",32
67,市场决定了游戏，但我属实看不惯高高在上喷市场的所谓高玩。与其喷倒不如想想怎么改变这个环境，毕竟不是每个玩家都接触过各类游戏的洗礼。,7
68,好家伙，评论区直接开战[吃瓜]又到了👴最喜欢的辩论赛时间[吃瓜],5
69,还有平方轮回，和负轮回，各种彩虹宝石，无尽之剑2可以深究的地方特别特别多。那个时候为了合彩虹宝石刷了足足一个暑假。无尽之剑2在最新的iOS14.5的测试版本上已经打不开了，大家注意。无尽之剑2是3部曲巅峰，当年还有一个iPad独占的版本叫无尽之剑：地牢（看演示就是暗黑系的杀小怪，然后精英怪还是用传统的剑术对决来打败），那个时候等了这么多年最后腰斩实在是让人遗憾不已。,97
70,tx罪大恶极,120
71,无尽之剑命运我之前玩过，把无尽之剑这样的类3A大作搞得跟个页游一样，充值冲个六块钱就能拿到只有0.3%玩家拥有的神器（tx在游戏界面是这么写的，是不是真的我不知道）甚至连无尽之剑的第一部都比不上，无尽之剑3里面龙都是随机出现让你打的，但在无尽之剑命运里，要用屠龙令（相当于花钱才能打龙）之前玩这个游戏，我往里面充了差不多12块我身上就有一堆“神装”，总之就是让你往死里氪，吃相真的难看，消耗无尽之剑老玩家的情怀，还逼着你氪金，txbiss！！！！！！,31
72,腾讯 网易 米哈游等手游厂商赶紧一起死,5
73,x神，你看看人家，再看看你，除了骗氪就是挤牙膏,7
74,日本磕金手游世界第一，妨碍日本年年出日本3a跟单机游戏了吗？搞笑，说到底还不是中国经济压根现在撑不起3A，欧美发达一个4000万人口国有100万玩家可以买10个60美金游戏，按人口比例中国有多少？我398买ps4游戏，也玩原神，原神本来就是个单机游戏，有几十小时单机剧情，不磕金也一样通关主线，磕金人只是磕金新角色而已，压根不影响过主线剧情，拿原神这种单机游戏对比日本跟腾讯那些磕金游戏就在胡说八道，玩原神也玩单机游戏的人一大堆，无知,141
75,帕斯卡契约我就很不懂，明明如此优秀，却没有几个肯买单，一个皮肤都不到的钱，一顿饭钱，一件衣服钱，我买来没打通，但支持一下还是必须要的啊。,15
76,我就是腾讯水军喔😲 别人骂米哈游怎么了？别人抽双up池心态崩了圣痕武器歪了发泄一下都不让？攒水晶歪货的体验好吗？[怪我咯]看别人说话不舒服能不能直接黑名单[怪我咯]是你们圈子里的人满嘴我只看结果，我们玩的是3a开放世界大作[怪我咯]你们怎么不管好和自己相同阵营的人？[怪我咯]那也麻烦你们这些反对黑mhy的肃清一下自己内部的nt和叛徒咯？你们群体风评不好都是我们水军造的咯[怪我咯]。你们作为米厂的玩家，别想着骂他们他们就会倒，恰恰相反，越是他们越会逼自己创新，逼自己做新的内容，逼自己优化技术，改良氪金和游玩体验，真正某天 米厂真正能够明白自己的钱是从谁身上赚的，该好好对待谁，而不是搞些所谓花里胡哨的新科技新交互新平台，他才有资格被称为中国游戏的骄傲， 至于网易腾讯，你们自己喜欢他们直属的游戏吗？不都喜欢他们收购前的工作室[怪我咯] 这些工作室为什么被收购？ 你去查查当年盛行的苹果助手？想想为什么会盛行？ 腾讯做的最坏的事是垄断技术人员，但转念一想至少养活了他们，你们这群倡导免费游戏的玩家反而险些害死他们。更不要说猪场了。你们现在夸米哈游，就是在打垮腾讯的同时铸造下一个腾讯。 很多所谓mwb都是初中和高中学生，你们怼的时候语气也稍微温和点，他们也还小还没接触的游戏少，少搞点什么反串，用最简短的话语讲道理就完事了，实在不行拉黑，年龄比较小的人玩什么游戏觉得他天下第一很优秀的心态也很正常，看你们愿不愿意打造一个更好的网络环境罢了。,3
77,我小时候玩过一款叫《芒刺在身》的游戏，简而言之就是手机版刺客信条，五六年前玩的了（可能更早）,30
78,对了。再多说一句吧。现在哪怕通过黑科技手段想要回去再体验一下这款游戏也已经不太可能了。无尽之剑最后一个支持的版本是ios9.33。也就是说现在能运行的设备都不多了[怪我咯]。我有一台ipadair就是为了这游戏，一直没有升级系统。,58
79,咋说呢，以前家里为了不让我接触网络游戏所以只给我买主机，所以主机游戏就是一直玩到大。对于花5，6百块钱可以买下一个游戏的全部内容这种想法根深蒂固(当时还不知道有DLC那种东西），所以现在遇到一个游戏里面还需要再充值，而且还不一定能得到这种抽奖方式实在在适应不过来。感觉像合法赌博一样。可能现在这种方式才是主流吧，反而像我这样的是少数；对于一个游戏投入几千，几万感到很费解（可能人们收入高了吧）或者一个网游的648和相比一个648的主机游戏……。也不是说反对怎么样，但就我而言现在还是只玩主机游戏。不过这几年完主机游戏游戏的人也多了很多，但还是远没有向国外那样火爆的程度。做出好的国产单机游戏仍然是一个挑战，而且受现在市场的影响，实在很难想象一个中国公司可以花耗费几千万搞一个国产3A大作出来（毕竟成本摆在那里）。,18
